Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000021709	ENSMUSG00000021709.15	Erbin	ENSG00000112851	ERBIN	ENSP00000284037	1	ortholog_one2one
ENSMUSG00000034801	ENSMUSG00000034801.14	Sos2	ENSG00000100485	SOS2	ENSP00000216373	1	ortholog_one2one
ENSMUSG00000051236	ENSMUSG00000051236.14	Msrb3	ENSG00000174099	MSRB3	ENSP00000312274	1	ortholog_one2one
ENSMUSG00000043230	ENSMUSG00000043230.3	Fam124b	ENSG00000124019	FAM124B	ENSP00000386895	1	ortholog_one2one
ENSMUSG00000026491	ENSMUSG00000026491.14	Ahctf1	ENSG00000153207	AHCTF1	ENSP00000497061	1	ortholog_one2one
ENSMUSG00000041476	ENSMUSG00000041476.13	Smpx	ENSG00000091482	SMPX	ENSP00000368808	1	ortholog_one2one
ENSMUSG00000024440	ENSMUSG00000024440.14	Pcdh12	ENSG00000113555	PCDH12	ENSP00000231484	1	ortholog_one2one
ENSMUSG00000056643	ENSMUSG00000056643.6	Chst13	ENSG00000180767	CHST13	ENSP00000317404	1	ortholog_one2one
ENSMUSG00000017776	ENSMUSG00000017776.16	Crk	ENSG00000167193	CRK	ENSP00000300574	1	ortholog_one2one
ENSMUSG00000048661	ENSMUSG00000048661.15	Lemd3	ENSG00000174106	LEMD3	ENSP00000308369	1	ortholog_one2one
ENSMUSG00000056091	ENSMUSG00000056091.13	St3gal5	ENSG00000115525	ST3GAL5	ENSP00000491316	1	ortholog_one2one
ENSMUSG00000031445	ENSMUSG00000031445.6	Proz	ENSG00000126231	PROZ	ENSP00000364697	1	ortholog_one2one
ENSMUSG00000060450	ENSMUSG00000060450.15	Rnf14	ENSG00000013561	RNF14	ENSP00000378028	1	ortholog_one2one
ENSMUSG00000039058	ENSMUSG00000039058.12	Ak5	ENSG00000154027	AK5	ENSP00000346577	1	ortholog_one2one
ENSMUSG00000064310	ENSMUSG00000064310.11	Zpld1	ENSG00000170044	ZPLD1	ENSP00000418253	1	ortholog_one2one
ENSMUSG00000062312	ENSMUSG00000062312.6	Erbb2	ENSG00000141736	ERBB2	ENSP00000269571	1	ortholog_one2one
ENSMUSG00000031634	ENSMUSG00000031634.14	Ufsp2	ENSG00000109775	UFSP2	ENSP00000264689	1	ortholog_one2one
ENSMUSG00000058441	ENSMUSG00000058441.8	Panx2	ENSG00000073150	PANX2	ENSP00000379183	1	ortholog_one2one
ENSMUSG00000034903	ENSMUSG00000034903.19	Cobll1	ENSG00000082438	COBLL1	ENSP00000498242	1	ortholog_one2one
ENSMUSG00000051675	ENSMUSG00000051675.14	Trim32	ENSG00000119401	TRIM32	ENSP00000408292	1	ortholog_one2one
ENSMUSG00000022197	ENSMUSG00000022197.17	Pdzd2	ENSG00000133401	PDZD2	ENSP00000402033	1	ortholog_one2one
ENSMUSG00000027715	ENSMUSG00000027715.10	Ccna2	ENSG00000145386	CCNA2	ENSP00000274026	1	ortholog_one2one
ENSMUSG00000047485	ENSMUSG00000047485.7	Klhl34	ENSG00000185915	KLHL34	ENSP00000368813	1	ortholog_one2one
ENSMUSG00000031264	ENSMUSG00000031264.14	Btk	ENSG00000010671	BTK	ENSP00000308176	1	ortholog_one2one
ENSMUSG00000037621	ENSMUSG00000037621.9	Atoh8	ENSG00000168874	ATOH8	ENSP00000304676	1	ortholog_one2one
ENSMUSG00000039005	ENSMUSG00000039005.14	Tlr4	ENSG00000136869	TLR4	ENSP00000363089	1	ortholog_one2one
ENSMUSG00000020218	ENSMUSG00000020218.12	Wif1	ENSG00000156076	WIF1	ENSP00000286574	1	ortholog_one2one
ENSMUSG00000034456	ENSMUSG00000034456.16	Uroc1	ENSG00000159650	UROC1	ENSP00000290868	1	ortholog_one2one
ENSMUSG00000005899	ENSMUSG00000005899.15	Smpd4	ENSG00000136699	SMPD4	ENSP00000506463	1	ortholog_one2one
ENSMUSG00000041429	ENSMUSG00000041429.4	Nthl1	ENSG00000065057	NTHL1	ENSP00000498421	1	ortholog_one2one
ENSMUSG00000025917	ENSMUSG00000025917.10	Cops5	ENSG00000121022	COPS5	ENSP00000350512	1	ortholog_one2one
ENSMUSG00000020988	ENSMUSG00000020988.10	L2hgdh	ENSG00000087299	L2HGDH	ENSP00000267436	1	ortholog_one2one
ENSMUSG00000028351	ENSMUSG00000028351.6	Brinp1	ENSG00000078725	BRINP1	ENSP00000265922	1	ortholog_one2one
ENSMUSG00000033577	ENSMUSG00000033577.19	Myo6	ENSG00000196586	MYO6	ENSP00000358994	1	ortholog_one2one
ENSMUSG00000024913	ENSMUSG00000024913.17	Lrp5	ENSG00000162337	LRP5	ENSP00000294304	1	ortholog_one2one
ENSMUSG00000002504	ENSMUSG00000002504.16	Nherf2	ENSG00000065054	NHERF2	ENSP00000408005	1	ortholog_one2one
ENSMUSG00000015363	ENSMUSG00000015363.14	Trabd	ENSG00000170638	TRABD	ENSP00000370295	1	ortholog_one2one
ENSMUSG00000050914	ENSMUSG00000050914.17	Ankrd37	ENSG00000186352	ANKRD37	ENSP00000335147	1	ortholog_one2one
ENSMUSG00000033900	ENSMUSG00000033900.14	Map9	ENSG00000164114	MAP9	ENSP00000310593	1	ortholog_one2one
ENSMUSG00000033854	ENSMUSG00000033854.11	Kcnk10	ENSG00000100433	KCNK10	ENSP00000312811	1	ortholog_one2one
ENSMUSG00000052302	ENSMUSG00000052302.7	Tbc1d30	ENSG00000111490	TBC1D30	ENSP00000440207	1	ortholog_one2one
ENSMUSG00000029217	ENSMUSG00000029217.17	Tec	ENSG00000135605	TEC	ENSP00000370912	1	ortholog_one2one
ENSMUSG00000002580	ENSMUSG00000002580.8	Mien1	ENSG00000141741	MIEN1	ENSP00000377778	1	ortholog_one2one
ENSMUSG00000039298	ENSMUSG00000039298.17	Cdk5rap2	ENSG00000136861	CDK5RAP2	ENSP00000343818	1	ortholog_one2one
ENSMUSG00000038542	ENSMUSG00000038542.15	Pcid2	ENSG00000126226	PCID2	ENSP00000337405	1	ortholog_one2one
ENSMUSG00000020472	ENSMUSG00000020472.15	Zkscan17	ENSG00000162714	ZNF496	ENSP00000507236	1	ortholog_one2one
ENSMUSG00000034430	ENSMUSG00000034430.17	Zxdc	ENSG00000070476	ZXDC	ENSP00000374359	1	ortholog_one2one
ENSMUSG00000054894	ENSMUSG00000054894.7	Dmac2l	ENSG00000125375	DMAC2L	ENSP00000506374	1	ortholog_one2one
ENSMUSG00000034707	ENSMUSG00000034707.8	Gns	ENSG00000135677	GNS	ENSP00000258145	1	ortholog_one2one
ENSMUSG00000026479	ENSMUSG00000026479.14	Lamc2	ENSG00000058085	LAMC2	ENSP00000264144	1	ortholog_one2one
ENSMUSG00000022372	ENSMUSG00000022372.15	Sla	ENSG00000155926	SLA	ENSP00000337548	1	ortholog_one2one
ENSMUSG00000097789	ENSMUSG00000097789.3	Ctxnd1	ENSG00000259417	CTXND1	ENSP00000489837	1	ortholog_one2one
ENSMUSG00000020990	ENSMUSG00000020990.6	Cdkl1	ENSG00000100490	CDKL1	ENSP00000379176	1	ortholog_one2one
ENSMUSG00000030630	ENSMUSG00000030630.17	Fah	ENSG00000103876	FAH	ENSP00000453347	1	ortholog_one2one
ENSMUSG00000031105	ENSMUSG00000031105.17	Slc25a14	ENSG00000102078	SLC25A14	ENSP00000444642	1	ortholog_one2one
ENSMUSG00000031930	ENSMUSG00000031930.12	Wwp2	ENSG00000198373	WWP2	ENSP00000352069	1	ortholog_one2one
ENSMUSG00000025795	ENSMUSG00000025795.9	Rassf3	ENSG00000153179	RASSF3	ENSP00000443021	1	ortholog_one2one
ENSMUSG00000048794	ENSMUSG00000048794.15	Cfap100	ENSG00000163885	CFAP100	ENSP00000344749	1	ortholog_one2one
ENSMUSG00000053799	ENSMUSG00000053799.9	Exoc6	ENSG00000138190	EXOC6	ENSP00000260762	1	ortholog_one2one
ENSMUSG00000004364	ENSMUSG00000004364.15	Cul3	ENSG00000036257	CUL3	ENSP00000264414	1	ortholog_one2one
ENSMUSG00000030516	ENSMUSG00000030516.15	Tjp1	ENSG00000104067	TJP1	ENSP00000483470	1	ortholog_one2one
ENSMUSG00000019838	ENSMUSG00000019838.12	Slc16a10	ENSG00000112394	SLC16A10	ENSP00000357844	1	ortholog_one2one
ENSMUSG00000048915	ENSMUSG00000048915.13	Efna5	ENSG00000184349	EFNA5	ENSP00000328777	1	ortholog_one2one
ENSMUSG00000020849	ENSMUSG00000020849.14	Ywhae	ENSG00000108953	YWHAE	ENSP00000264335	1	ortholog_one2one
ENSMUSG00000021007	ENSMUSG00000021007.15	Spata7	ENSG00000042317	SPATA7	ENSP00000377176	1	ortholog_one2one
ENSMUSG00000023965	ENSMUSG00000023965.14	Fbxl17	ENSG00000145743	FBXL17	ENSP00000437464	1	ortholog_one2one
ENSMUSG00000028004	ENSMUSG00000028004.13	Npy2r	ENSG00000185149	NPY2R	ENSP00000332591	1	ortholog_one2one
ENSMUSG00000020115	ENSMUSG00000020115.4	Tbk1	ENSG00000183735	TBK1	ENSP00000329967	1	ortholog_one2one
ENSMUSG00000052102	ENSMUSG00000052102.16	Gnpda1	ENSG00000113552	GNPDA1	ENSP00000311876	1	ortholog_one2one
ENSMUSG00000030087	ENSMUSG00000030087.12	Klf15	ENSG00000163884	KLF15	ENSP00000296233	1	ortholog_one2one
ENSMUSG00000039270	ENSMUSG00000039270.10	Megf9	ENSG00000106780	MEGF9	ENSP00000363040	1	ortholog_one2one
ENSMUSG00000033882	ENSMUSG00000033882.16	Rbm46	ENSG00000151962	RBM46	ENSP00000281722	1	ortholog_one2one
ENSMUSG00000035757	ENSMUSG00000035757.18	Selenoo	ENSG00000073169	SELENOO	ENSP00000370288	1	ortholog_one2one
ENSMUSG00000020848	ENSMUSG00000020848.8	Doc2b	ENSG00000272636	DOC2B	ENSP00000482950	1	ortholog_one2one
ENSMUSG00000026478	ENSMUSG00000026478.15	Lamc1	ENSG00000135862	LAMC1	ENSP00000258341	1	ortholog_one2one
ENSMUSG00000024425	ENSMUSG00000024425.5	Ndfip1	ENSG00000131507	NDFIP1	ENSP00000253814	1	ortholog_one2one
ENSMUSG00000041540	ENSMUSG00000041540.17	Sox5	ENSG00000134532	SOX5	ENSP00000398273	1	ortholog_one2one
ENSMUSG00000000127	ENSMUSG00000000127.16	Fer	ENSG00000151422	FER	ENSP00000281092	1	ortholog_one2one
ENSMUSG00000028906	ENSMUSG00000028906.18	Epb41	ENSG00000159023	EPB41	ENSP00000345259	1	ortholog_one2one
ENSMUSG00000028003	ENSMUSG00000028003.7	Lrat	ENSG00000121207	LRAT	ENSP00000337224	1	ortholog_one2one
ENSMUSG00000019312	ENSMUSG00000019312.11	Grb7	ENSG00000141738	GRB7	ENSP00000310771	1	ortholog_one2one
ENSMUSG00000033860	ENSMUSG00000033860.14	Fgg	ENSG00000171557	FGG	ENSP00000336829	1	ortholog_one2one
ENSMUSG00000022195	ENSMUSG00000022195.8	6030458C11Rik	ENSG00000082213	C5orf22	ENSP00000326879	1	ortholog_one2one
ENSMUSG00000060445	ENSMUSG00000060445.12	Sycp2	ENSG00000196074	SYCP2	ENSP00000350162	1	ortholog_one2one
ENSMUSG00000062432	ENSMUSG00000062432.5	Cyp26c1	ENSG00000187553	CYP26C1	ENSP00000498424	1	ortholog_one2one
ENSMUSG00000034667	ENSMUSG00000034667.9	Xpot	ENSG00000184575	XPOT	ENSP00000327821	1	ortholog_one2one
ENSMUSG00000024987	ENSMUSG00000024987.7	Cyp26a1	ENSG00000095596	CYP26A1	ENSP00000224356	1	ortholog_one2one
ENSMUSG00000051209	ENSMUSG00000051209.4	Gpr119	ENSG00000147262	GPR119	ENSP00000508182	1	ortholog_one2one
ENSMUSG00000031266	ENSMUSG00000031266.8	Gla	ENSG00000102393	GLA	ENSP00000218516	1	ortholog_one2one
ENSMUSG00000065439	ENSMUSG00000065439.3	Mir140	ENSG00000208017	MIR140	ENST00000385282	1	ortholog_one2one
ENSMUSG00000039067	ENSMUSG00000039067.6	Psmd7	ENSG00000103035	PSMD7	ENSP00000219313	1	ortholog_one2one
ENSMUSG00000039047	ENSMUSG00000039047.18	Pigk	ENSG00000142892	PIGK	ENSP00000359848	1	ortholog_one2one
ENSMUSG00000045098	ENSMUSG00000045098.20	Kmt5b	ENSG00000110066	KMT5B	ENSP00000305899	1	ortholog_one2one
ENSMUSG00000110100	ENSMUSG00000110100.2	Gm45261	ENSG00000283428	CCDC195	ENSP00000490029	1	ortholog_one2one
ENSMUSG00000042708	ENSMUSG00000042708.13	Shcbp1l	ENSG00000157060	SHCBP1L	ENSP00000356518	1	ortholog_one2one
ENSMUSG00000024431	ENSMUSG00000024431.16	Nr3c1	ENSG00000113580	NR3C1	ENSP00000377977	1	ortholog_one2one
ENSMUSG00000018168	ENSMUSG00000018168.9	Ikzf3	ENSG00000161405	IKZF3	ENSP00000344544	1	ortholog_one2one
ENSMUSG00000031107	ENSMUSG00000031107.7	Rbmx2	ENSG00000134597	RBMX2	ENSP00000339090	1	ortholog_one2one
ENSMUSG00000031446	ENSMUSG00000031446.15	Cul4a	ENSG00000139842	CUL4A	ENSP00000364589	1	ortholog_one2one
ENSMUSG00000020464	ENSMUSG00000020464.16	Pnpt1	ENSG00000138035	PNPT1	ENSP00000400646	1	ortholog_one2one
ENSMUSG00000050089	ENSMUSG00000050089.14	Akap4	ENSG00000147081	AKAP4	ENSP00000351327	1	ortholog_one2one
ENSMUSG00000005124	ENSMUSG00000005124.11	Ccn4	ENSG00000104415	CCN4	ENSP00000250160	1	ortholog_one2one
ENSMUSG00000049999	ENSMUSG00000049999.5	Ppp1r3d	ENSG00000132825	PPP1R3D	ENSP00000360035	1	ortholog_one2one
ENSMUSG00000070476	ENSMUSG00000070476.11	Fam217b	ENSG00000196227	FAM217B	ENSP00000354056	1	ortholog_one2one
ENSMUSG00000051786	ENSMUSG00000051786.16	Tubgcp6	ENSG00000128159	TUBGCP6	ENSP00000248846	1	ortholog_one2one
ENSMUSG00000038510	ENSMUSG00000038510.13	Rpf2	ENSG00000197498	RPF2	ENSP00000402338	1	ortholog_one2one
ENSMUSG00000030629	ENSMUSG00000030629.16	Zfand6	ENSG00000086666	ZFAND6	ENSP00000261749	1	ortholog_one2one
ENSMUSG00000039155	ENSMUSG00000039155.16	Cdh26	ENSG00000124215	CDH26	ENSP00000339390	1	ortholog_one2one
ENSMUSG00000038872	ENSMUSG00000038872.11	Zfhx3	ENSG00000140836	ZFHX3	ENSP00000268489	1	ortholog_one2one
ENSMUSG00000024083	ENSMUSG00000024083.17	Pja2	ENSG00000198961	PJA2	ENSP00000354775	1	ortholog_one2one
ENSMUSG00000024487	ENSMUSG00000024487.6	Yipf5	ENSG00000145817	YIPF5	ENSP00000274496	1	ortholog_one2one
ENSMUSG00000045427	ENSMUSG00000045427.14	Hnrnph2	ENSG00000126945	HNRNPH2	ENSP00000361927	1	ortholog_one2one
ENSMUSG00000051401	ENSMUSG00000051401.8	Kctd16	ENSG00000183775	KCTD16	ENSP00000424151	1	ortholog_one2one
ENSMUSG00000021009	ENSMUSG00000021009.16	Ptpn21	ENSG00000070778	PTPN21	ENSP00000452414	1	ortholog_one2one
ENSMUSG00000031447	ENSMUSG00000031447.8	Lamp1	ENSG00000185896	LAMP1	ENSP00000333298	1	ortholog_one2one
ENSMUSG00000049804	ENSMUSG00000049804.10	Armcx4	ENSG00000196440	ARMCX4	ENSP00000404304	1	ortholog_one2one
ENSMUSG00000056671	ENSMUSG00000056671.8	Prelid2	ENSG00000186314	PRELID2	ENSP00000506938	1	ortholog_one2one
ENSMUSG00000027469	ENSMUSG00000027469.17	Tpx2	ENSG00000088325	TPX2	ENSP00000300403	1	ortholog_one2one
ENSMUSG00000025658	ENSMUSG00000025658.17	Cnksr2	ENSG00000149970	CNKSR2	ENSP00000368824	1	ortholog_one2one
ENSMUSG00000033831	ENSMUSG00000033831.6	Fgb	ENSG00000171564	FGB	ENSP00000306099	1	ortholog_one2one
ENSMUSG00000031637	ENSMUSG00000031637.14	Lrp2bp	ENSG00000109771	LRP2BP	ENSP00000426203	1	ortholog_one2one
ENSMUSG00000022191	ENSMUSG00000022191.17	Drosha	ENSG00000113360	DROSHA	ENSP00000339845	1	ortholog_one2one
ENSMUSG00000073574	ENSMUSG00000073574.5	Grxcr2	ENSG00000204928	GRXCR2	ENSP00000367214	1	ortholog_one2one
ENSMUSG00000039037	ENSMUSG00000039037.6	St6galnac5	ENSG00000117069	ST6GALNAC5	ENSP00000417583	1	ortholog_one2one
ENSMUSG00000020847	ENSMUSG00000020847.16	Rph3al	ENSG00000181031	RPH3AL	ENSP00000328977	1	ortholog_one2one
ENSMUSG00000057719	ENSMUSG00000057719.12	Sh3rf2	ENSG00000156463	SH3RF2	ENSP00000352028	1	ortholog_one2one
ENSMUSG00000024085	ENSMUSG00000024085.14	Man2a1	ENSG00000112893	MAN2A1	ENSP00000261483	1	ortholog_one2one
ENSMUSG00000045482	ENSMUSG00000045482.17	Trrap	ENSG00000196367	TRRAP	ENSP00000394645	1	ortholog_one2one
ENSMUSG00000042699	ENSMUSG00000042699.12	Dhx9	ENSG00000135829	DHX9	ENSP00000356520	1	ortholog_one2one
ENSMUSG00000052544	ENSMUSG00000052544.10	St6galnac3	ENSG00000184005	ST6GALNAC3	ENSP00000329214	1	ortholog_one2one
ENSMUSG00000047642	ENSMUSG00000047642.16	D930020B18Rik	ENSG00000185306	C12orf56	ENSP00000446101	1	ortholog_one2one
ENSMUSG00000037325	ENSMUSG00000037325.11	Bbs7	ENSG00000138686	BBS7	ENSP00000264499	1	ortholog_one2one
ENSMUSG00000032691	ENSMUSG00000032691.15	Nlrp3	ENSG00000162711	NLRP3	ENSP00000337383	1	ortholog_one2one
ENSMUSG00000045036	ENSMUSG00000045036.16	Tmem232	ENSG00000186952	TMEM232	ENSP00000401477	1	ortholog_one2one
ENSMUSG00000059455	ENSMUSG00000059455.4	Plac8l1	ENSG00000173261	PLAC8L1	ENSP00000309087	1	ortholog_one2one
ENSMUSG00000053684	ENSMUSG00000053684.9	Kics2	ENSG00000174206	KICS2	ENSP00000381132	1	ortholog_one2one
ENSMUSG00000024493	ENSMUSG00000024493.10	Lars1	ENSG00000133706	LARS1	ENSP00000377954	1	ortholog_one2one
ENSMUSG00000031727	ENSMUSG00000031727.9	Pmfbp1	ENSG00000118557	PMFBP1	ENSP00000237353	1	ortholog_one2one
ENSMUSG00000019837	ENSMUSG00000019837.9	Gtf3c6	ENSG00000155115	GTF3C6	ENSP00000357863	1	ortholog_one2one
ENSMUSG00000030088	ENSMUSG00000030088.16	Aldh1l1	ENSG00000144908	ALDH1L1	ENSP00000377083	1	ortholog_one2one
ENSMUSG00000021448	ENSMUSG00000021448.9	Shc3	ENSG00000148082	SHC3	ENSP00000364995	1	ortholog_one2one
ENSMUSG00000020846	ENSMUSG00000020846.7	Rflnb	ENSG00000183688	RFLNB	ENSP00000331915	1	ortholog_one2one
ENSMUSG00000037993	ENSMUSG00000037993.9	Dhx38	ENSG00000140829	DHX38	ENSP00000268482	1	ortholog_one2one
ENSMUSG00000059610	ENSMUSG00000059610.6	Or2b11	ENSG00000177535	OR2B11	ENSP00000492892	1	ortholog_one2one
ENSMUSG00000027470	ENSMUSG00000027470.10	Mylk2	ENSG00000101306	MYLK2	ENSP00000365152	1	ortholog_one2one
ENSMUSG00000017195	ENSMUSG00000017195.16	Zpbp2	ENSG00000186075	ZPBP2	ENSP00000335384	1	ortholog_one2one
ENSMUSG00000004317	ENSMUSG00000004317.15	Clcn5	ENSG00000171365	CLCN5	ENSP00000365259	1	ortholog_one2one
ENSMUSG00000039385	ENSMUSG00000039385.6	Cdh6	ENSG00000113361	CDH6	ENSP00000265071	1	ortholog_one2one
ENSMUSG00000074676	ENSMUSG00000074676.3	Foxs1	ENSG00000179772	FOXS1	ENSP00000365145	1	ortholog_one2one
ENSMUSG00000000305	ENSMUSG00000000305.13	Cdh4	ENSG00000179242	CDH4	ENSP00000484928	1	ortholog_one2one
ENSMUSG00000062248	ENSMUSG00000062248.6	Cks2	ENSG00000123975	CKS2	ENSP00000364976	1	ortholog_one2one
ENSMUSG00000021710	ENSMUSG00000021710.12	Nln	ENSG00000123213	NLN	ENSP00000370372	1	ortholog_one2one
ENSMUSG00000062906	ENSMUSG00000062906.13	Hdac10	ENSG00000100429	HDAC10	ENSP00000216271	1	ortholog_one2one
ENSMUSG00000031723	ENSMUSG00000031723.9	Txnl4b	ENSG00000140830	TXNL4B	ENSP00000268483	1	ortholog_one2one
ENSMUSG00000020121	ENSMUSG00000020121.16	Srgap1	ENSG00000196935	SRGAP1	ENSP00000347198	1	ortholog_one2one
ENSMUSG00000075701	ENSMUSG00000075701.11	Selenos	ENSG00000131871	SELENOS	ENSP00000433541	1	ortholog_one2one
ENSMUSG00000038515	ENSMUSG00000038515.11	Grtp1	ENSG00000139835	GRTP1	ENSP00000364580	1	ortholog_one2one
ENSMUSG00000042662	ENSMUSG00000042662.17	Dusp15	ENSG00000149599	DUSP15	ENSP00000341658	1	ortholog_one2one
ENSMUSG00000070108	ENSMUSG00000070108.4	Mir500	ENSG00000272080	MIR502	ENST00000606349	1	ortholog_one2one
ENSMUSG00000076251	ENSMUSG00000076251.3	Mir501	ENSG00000211538	MIR501	ENST00000390204	1	ortholog_one2one
ENSMUSG00000065398	ENSMUSG00000065398.3	Mir188	ENSG00000207768	MIR188	ENST00000385034	1	ortholog_one2one
ENSMUSG00000070139	ENSMUSG00000070139.3	Mir532	ENSG00000207758	MIR532	ENST00000385025	1	ortholog_one2one
ENSMUSG00000046269	ENSMUSG00000046269.18	Usp27x	ENSG00000273820	USP27X	ENSP00000483631	1	ortholog_one2one
ENSMUSG00000038997	ENSMUSG00000038997.5	Asb17	ENSG00000154007	ASB17	ENSP00000284142	1	ortholog_one2one
ENSMUSG00000024091	ENSMUSG00000024091.10	Vapa	ENSG00000101558	VAPA	ENSP00000382880	1	ortholog_one2one
ENSMUSG00000021066	ENSMUSG00000021066.10	Atl1	ENSG00000198513	ATL1	ENSP00000351155	1	ortholog_one2one
ENSMUSG00000032640	ENSMUSG00000032640.11	Chsy1	ENSG00000131873	CHSY1	ENSP00000254190	1	ortholog_one2one
ENSMUSG00000042684	ENSMUSG00000042684.9	Npl	ENSG00000135838	NPL	ENSP00000356524	1	ortholog_one2one
ENSMUSG00000033460	ENSMUSG00000033460.15	Armcx1	ENSG00000126947	ARMCX1	ENSP00000361917	1	ortholog_one2one
ENSMUSG00000024491	ENSMUSG00000024491.17	Rbm27	ENSG00000091009	RBM27	ENSP00000265271	1	ortholog_one2one
ENSMUSG00000039735	ENSMUSG00000039735.17	Fnbp1l	ENSG00000137942	FNBP1L	ENSP00000271234	1	ortholog_one2one
ENSMUSG00000035139	ENSMUSG00000035139.15	Secisbp2	ENSG00000187742	SECISBP2	ENSP00000364965	1	ortholog_one2one
ENSMUSG00000039117	ENSMUSG00000039117.17	Taf4	ENSG00000130699	TAF4	ENSP00000252996	1	ortholog_one2one
ENSMUSG00000020463	ENSMUSG00000020463.16	Ppp4r3b	ENSG00000275052	PPP4R3B	ENSP00000483228	1	ortholog_one2one
ENSMUSG00000056515	ENSMUSG00000056515.10	Rab31	ENSG00000168461	RAB31	ENSP00000461945	1	ortholog_one2one
ENSMUSG00000034620	ENSMUSG00000034620.18	Rxylt1	ENSG00000118600	RXYLT1	ENSP00000261234	1	ortholog_one2one
ENSMUSG00000015133	ENSMUSG00000015133.18	Lrrk1	ENSG00000154237	LRRK1	ENSP00000373600	1	ortholog_one2one
ENSMUSG00000061950	ENSMUSG00000061950.18	Ppp4r1	ENSG00000154845	PPP4R1	ENSP00000383402	1	ortholog_one2one
ENSMUSG00000033054	ENSMUSG00000033054.8	Npat	ENSG00000149308	NPAT	ENSP00000278612	1	ortholog_one2one
ENSMUSG00000021067	ENSMUSG00000021067.9	Sav1	ENSG00000151748	SAV1	ENSP00000324729	1	ortholog_one2one
ENSMUSG00000030268	ENSMUSG00000030268.18	Bcat1	ENSG00000060982	BCAT1	ENSP00000261192	1	ortholog_one2one
ENSMUSG00000038481	ENSMUSG00000038481.14	Cdk19	ENSG00000155111	CDK19	ENSP00000357907	1	ortholog_one2one
ENSMUSG00000025986	ENSMUSG00000025986.7	Slc39a10	ENSG00000196950	SLC39A10	ENSP00000352655	1	ortholog_one2one
ENSMUSG00000039108	ENSMUSG00000039108.15	Lsm14b	ENSG00000149657	LSM14B	ENSP00000279068	1	ortholog_one2one
ENSMUSG00000050394	ENSMUSG00000050394.15	Armcx6	ENSG00000198960	ARMCX6	ENSP00000354708	1	ortholog_one2one
ENSMUSG00000038372	ENSMUSG00000038372.15	Gmds	ENSG00000112699	GMDS	ENSP00000370194	1	ortholog_one2one
ENSMUSG00000032113	ENSMUSG00000032113.17	Chek1	ENSG00000149554	CHEK1	ENSP00000388648	1	ortholog_one2one
ENSMUSG00000005125	ENSMUSG00000005125.14	Ndrg1	ENSG00000104419	NDRG1	ENSP00000319977	1	ortholog_one2one
ENSMUSG00000039556	ENSMUSG00000039556.17	Ppp1r3f	ENSG00000049769	PPP1R3F	ENSP00000055335	1	ortholog_one2one
ENSMUSG00000038291	ENSMUSG00000038291.17	Snx25	ENSG00000109762	SNX25	ENSP00000498676	1	ortholog_one2one
ENSMUSG00000027566	ENSMUSG00000027566.16	Psma7	ENSG00000101182	PSMA7	ENSP00000359910	1	ortholog_one2one
ENSMUSG00000042743	ENSMUSG00000042743.14	Sgtb	ENSG00000197860	SGTB	ENSP00000370395	1	ortholog_one2one
ENSMUSG00000038150	ENSMUSG00000038150.8	Ormdl3	ENSG00000172057	ORMDL3	ENSP00000304858	1	ortholog_one2one
ENSMUSG00000056763	ENSMUSG00000056763.17	Cspp1	ENSG00000104218	CSPP1	ENSP00000504733	1	ortholog_one2one
ENSMUSG00000086545	ENSMUSG00000086545.5	Lrrc3c	ENSG00000204913	LRRC3C	ENSP00000367157	1	ortholog_one2one
ENSMUSG00000020462	ENSMUSG00000020462.15	Cfap36	ENSG00000163001	CFAP36	ENSP00000295117	1	ortholog_one2one
ENSMUSG00000039086	ENSMUSG00000039086.10	Ss18l1	ENSG00000184402	SS18L1	ENSP00000333012	1	ortholog_one2one
ENSMUSG00000049047	ENSMUSG00000049047.12	Armcx3	ENSG00000102401	ARMCX3	ENSP00000454483	1	ortholog_one2one
ENSMUSG00000027716	ENSMUSG00000027716.14	Trpc3	ENSG00000138741	TRPC3	ENSP00000368966	1	ortholog_one2one
ENSMUSG00000024497	ENSMUSG00000024497.5	Pou4f3	ENSG00000091010	POU4F3	ENSP00000495718	1	ortholog_one2one
ENSMUSG00000020123	ENSMUSG00000020123.7	Avpr1a	ENSG00000166148	AVPR1A	ENSP00000299178	1	ortholog_one2one
ENSMUSG00000024498	ENSMUSG00000024498.17	Tcerg1	ENSG00000113649	TCERG1	ENSP00000505217	1	ortholog_one2one
ENSMUSG00000039069	ENSMUSG00000039069.20	Mtg2	ENSG00000101181	MTG2	ENSP00000359859	1	ortholog_one2one
ENSMUSG00000021012	ENSMUSG00000021012.17	Zc3h14	ENSG00000100722	ZC3H14	ENSP00000251038	1	ortholog_one2one
ENSMUSG00000031309	ENSMUSG00000031309.16	Rps6ka3	ENSG00000177189	RPS6KA3	ENSP00000368884	1	ortholog_one2one
ENSMUSG00000027998	ENSMUSG00000027998.12	Plrg1	ENSG00000171566	PLRG1	ENSP00000424417	1	ortholog_one2one
ENSMUSG00000021400	ENSMUSG00000021400.9	Wrnip1	ENSG00000124535	WRNIP1	ENSP00000370150	1	ortholog_one2one
